NUMBER, DRIVER_NUMBER, LAP_NUMBER,LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,DRIVER_NAME,PIT_TIME,GROUP,TEAM,POWER,LOCATION,EVENT,S1 minutes,S1 seconds,S2 minutes,S2 seconds,S3 minutes,S3 seconds,ELAPSED minutes,ELAPSED seconds,minutes,seconds,S1 Large minutes,S1 Large seconds,S2 Large minutes,S2 Large seconds,S3 Large minutes,S3 Large seconds,PIT_TIME Large minutes,PIT_TIME Large seconds
7,1,2,89,2,Not Available,00:25.102,2,00:34.359,2,00:42.463,2,119.4,04:39.5,19:39.5,00:25.1,00:34.4,00:42.5,SM,00:00.00,0.0,DRAGONo,235.0,Location 2,Free Practice 2,0,25.102,0,34.359,0,42.463,4,39.5,19,39.5,0,25.1,0,34.4,0,42.5,0,0.0
7,1,3,113,0,Not Available,00:27.69,0,00:34.514,0,00:44.288,0,114.3,06:26.0,21:26.0,00:27.7,00:34.5,00:44.3,SM,00:00.00,0.0,DRAGONo,245.27729934550464,Location 2,Free Practice 2,0,27.69,0,34.514,0,44.288,6,26.0,21,26.0,0,27.7,0,34.5,0,44.3,0,0.0
7,1,4,95,0,Not Available,00:36.833,0,00:35.367,0,00:44.446,0,104.3,08:22.6,23:22.6,00:36.8,00:35.4,00:44.4,SM,00:00.00,0.0,DRAGONo,245.27729934550464,Location 2,Free Practice 2,0,36.833,0,35.367,0,44.446,8,22.6,23,22.6,0,36.8,0,35.4,0,44.4,0,0.0
7,1,5,96,0,Not Available,00:26.928,0,00:34.422,0,00:44.154,0,115.3,10:08.1,25:08.1,00:26.9,00:34.4,00:44.2,SM,00:00.00,0.0,DRAGONo,245.27729934550464,Location 2,Free Practice 2,0,26.928,0,34.422,0,44.154,10,8.1,25,8.1,0,26.9,0,34.4,0,44.2,0,0.0
7,1,6,68,0,B,00:51.988,0,01:22.9,0,01:29.4,0,54.2,13:52.4,28:52.4,00:52.0,01:22.9,01:29.4,SM,00:00.00,0.0,DRAGONo,245.27729934550464,Location 2,Free Practice 2,0,51.988,1,22.9,1,29.4,13,52.4,28,52.4,0,52.0,1,22.9,1,29.4,0,0.0
71,1,1,108,0,Not Available,01:17.0,0,00:40.602,0,00:52.923,0,71.4,02:50.5,17:50.5,01:17.0,00:40.6,00:52.9,NN,00:43.0,0.0,ROK ,245.27729934550464,Location 2,Free Practice 2,1,17.0,0,40.602,0,52.923,2,50.5,17,50.5,1,17.0,0,40.6,0,52.9,0,43.0
71,1,2,70,0,Not Available,00:26.354,0,00:38.472,0,00:45.154,0,110.6,04:40.5,19:40.5,00:26.4,00:38.5,00:45.2,NN,00:00.00,0.0,ROK ,245.27729934550464,Location 2,Free Practice 2,0,26.354,0,38.472,0,45.154,4,40.5,19,40.5,0,26.4,0,38.5,0,45.2,0,0.0
71,1,3,100,0,Not Available,00:27.315,0,00:35.671,0,00:56.431,0,101.9,06:39.9,21:39.9,00:27.3,00:35.7,00:56.4,NN,00:00.00,0.0,ROK ,245.27729934550464,Location 2,Free Practice 2,0,27.315,0,35.671,0,56.431,6,39.9,21,39.9,0,27.3,0,35.7,0,56.4,0,0.0
71,1,4,90,2,Not Available,00:26.173,2,00:33.681,2,00:43.423,2,117.8,08:23.2,23:23.2,00:26.2,00:33.7,00:43.4,NN,00:00.00,0.0,ROK ,245.27729934550464,Location 2,Free Practice 2,0,26.173,0,33.681,0,43.423,8,23.2,23,23.2,0,26.2,0,33.7,0,43.4,0,0.0
71,1,5,109,0,B,00:38.399,0,00:41.42,0,00:57.022,0,88.9,10:40.0,25:40.0,00:38.4,00:41.4,00:57.0,NN,00:00.00,0.0,ROK ,245.27729934550464,Location 2,Free Practice 2,0,38.399,0,41.42,0,57.022,10,40.0,25,40.0,0,38.4,0,41.4,0,57.0,0,0.0
94,1,1,109,0,Not Available,01:11.5,0,00:40.312,0,00:56.205,0,72.4,02:48.0,17:48.0,01:11.5,00:40.3,00:56.2,AL,00:38.5,0.0,MAHINDRAd,245.27729934550464,Location 2,Free Practice 2,1,11.5,0,40.312,0,56.205,2,48.0,17,48.0,1,11.5,0,40.3,0,56.2,0,38.5
94,1,2,147,0,Not Available,00:27.113,0,00:35.777,0,00:46.182,0,111.6,04:37.0,19:37.0,00:27.1,00:35.8,00:46.2,AL,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 2,Free Practice 2,0,27.113,0,35.777,0,46.182,4,37.0,19,37.0,0,27.1,0,35.8,0,46.2,0,0.0
94,1,3,73,0,Not Available,00:26.837,0,00:34.426,0,00:43.261,0,116.4,06:21.6,21:21.6,00:26.8,00:34.4,00:43.3,AL,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 2,Free Practice 2,0,26.837,0,34.426,0,43.261,6,21.6,21,21.6,0,26.8,0,34.4,0,43.3,0,0.0
94,1,4,71,0,Not Available,00:33.196,0,00:37.643,0,00:45.821,0,104.3,08:18.2,23:18.2,00:33.2,00:37.6,00:45.8,AL,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 2,Free Practice 2,0,33.196,0,37.643,0,45.821,8,18.2,23,18.2,0,33.2,0,37.6,0,45.8,0,0.0
94,1,5,88,2,Not Available,00:26.446,2,00:33.711,2,00:42.449,2,118.6,10:00.8,25:00.8,00:26.4,00:33.7,00:42.4,AL,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 2,Free Practice 2,0,26.446,0,33.711,0,42.449,10,0.8,25,0.8,0,26.4,0,33.7,0,42.4,0,0.0
94,1,6,102,0,B,00:43.267,0,01:22.6,0,01:26.2,0,57.4,13:32.9,28:32.9,00:43.3,01:22.6,01:26.2,AL,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 2,Free Practice 2,0,43.267,1,22.6,1,26.2,13,32.9,28,32.9,0,43.3,1,22.6,1,26.2,0,0.0
99,1,1,88,0,Not Available,01:34.3,0,00:36.649,0,00:47.722,0,68.1,02:58.7,17:58.7,01:34.3,00:36.6,00:47.7,PWEHRL,01:00.8,0.0,TAG ,245.27729934550464,Location 2,Free Practice 2,1,34.3,0,36.649,0,47.722,2,58.7,17,58.7,1,34.3,0,36.6,0,47.7,1,0.8
99,1,2,97,0,Not Available,00:28.179,0,00:37.287,0,00:45.969,0,109.2,04:50.1,19:50.1,00:28.2,00:37.3,00:46.0,PWEHRL,00:00.00,0.0,TAG ,235.0,Location 2,Free Practice 2,0,28.179,0,37.287,0,45.969,4,50.1,19,50.1,0,28.2,0,37.3,0,46.0,0,0.0
99,1,3,94,2,Not Available,00:25.051,3,00:32.737,2,00:42.742,2,121.0,06:30.7,21:30.7,00:25.1,00:32.7,00:42.7,PWEHRL,00:00.00,0.0,TAG ,235.0,Location 2,Free Practice 2,0,25.051,0,32.737,0,42.742,6,30.7,21,30.7,0,25.1,0,32.7,0,42.7,0,0.0
99,1,4,102,0,Not Available,00:28.819,0,00:38.482,0,00:52.421,0,101.6,08:30.4,23:30.4,00:28.8,00:38.5,00:52.4,PWEHRL,00:00.00,0.0,TAG ,245.27729934550464,Location 2,Free Practice 2,0,28.819,0,38.482,0,52.421,8,30.4,23,30.4,0,28.8,0,38.5,0,52.4,0,0.0
99,1,5,77,0,Not Available,00:26.373,0,00:34.399,0,00:45.036,0,115.0,10:16.2,25:16.2,00:26.4,00:34.4,00:45.0,PWEHRL,00:00.00,0.0,TAG ,245.27729934550464,Location 2,Free Practice 2,0,26.373,0,34.399,0,45.036,10,16.2,25,16.2,0,26.4,0,34.4,0,45.0,0,0.0
99,1,6,96,0,B,01:13.2,0,01:23.5,0,01:32.7,0,48.8,14:25.6,29:25.6,01:13.2,01:23.5,01:32.7,PWEHRL,00:00.00,0.0,TAG ,245.27729934550464,Location 2,Free Practice 2,1,13.2,1,23.5,1,32.7,14,25.6,29,25.6,1,13.2,1,23.5,1,32.7,0,0.0
10,1,1,99,0,Not Available,02:27.9,0,00:35.128,0,00:52.901,0,51.6,03:56.0,03:56.0,02:27.9,00:35.1,00:52.9,SB,01:59.4,1.0,JR,250.0,Location 2,Qualifying Group 1,2,27.9,0,35.128,0,52.901,3,56.0,3,56.0,2,27.9,0,35.1,0,52.9,1,59.4
10,1,2,68,2,Not Available,00:24.974,2,00:32.717,2,00:41.752,2,122.4,05:35.4,05:35.4,00:25.0,00:32.7,00:41.8,SB,00:00.00,1.0,JR,250.0,Location 2,Qualifying Group 1,0,24.974,0,32.717,0,41.752,5,35.4,5,35.4,0,25.0,0,32.7,0,41.8,0,0.0
13,1,1,77,0,Not Available,02:24.9,0,00:37.023,0,00:50.36,0,52.4,03:52.2,03:52.2,02:24.9,00:37.0,00:50.4,ACO,01:53.0,1.0,DSo,250.0,Location 2,Qualifying Group 1,2,24.9,0,37.023,0,50.36,3,52.2,3,52.2,2,24.9,0,37.0,0,50.4,1,53.0
13,1,2,86,2,Not Available,00:25.023,2,00:32.296,4,00:42.76,2,121.6,05:32.3,05:32.3,00:25.0,00:32.3,00:42.8,ACO,00:00.00,1.0,DSo,250.0,Location 2,Qualifying Group 1,0,25.023,0,32.296,0,42.76,5,32.3,5,32.3,0,25.0,0,32.3,0,42.8,0,0.0
17,1,1,84,0,Not Available,02:21.1,0,00:37.22,0,00:46.851,0,54.0,03:45.2,03:45.2,02:21.1,00:37.2,00:46.9,NVR,01:51.3,1.0,ME,250.0,Location 2,Qualifying Group 1,2,21.1,0,37.22,0,46.851,3,45.2,3,45.2,2,21.1,0,37.2,0,46.9,1,51.3
17,1,2,125,2,Not Available,00:24.921,2,00:32.603,2,00:41.638,2,122.7,05:24.4,05:24.4,00:24.9,00:32.6,00:41.6,NVR,00:00.00,1.0,ME,250.0,Location 2,Qualifying Group 1,0,24.921,0,32.603,0,41.638,5,24.4,5,24.4,0,24.9,0,32.6,0,41.6,0,0.0
20,1,1,130,0,Not Available,02:25.2,0,00:37.102,0,00:48.215,0,52.8,03:50.5,03:50.5,02:25.2,00:37.1,00:48.2,MEV,01:55.5,1.0,JE,250.0,Location 2,Qualifying Group 1,2,25.2,0,37.102,0,48.215,3,50.5,3,50.5,2,25.2,0,37.1,0,48.2,1,55.5
20,1,2,92,2,Not Available,00:25.242,2,00:32.802,2,00:41.61,4,122.1,05:30.2,05:30.2,00:25.2,00:32.8,00:41.6,MEV,00:00.00,1.0,JE,250.0,Location 2,Qualifying Group 1,0,25.242,0,32.802,0,41.61,5,30.2,5,30.2,0,25.2,0,32.8,0,41.6,0,0.0
4,1,1,88,0,Not Available,00:34.597,0,00:37.034,0,00:45.265,0,104.1,01:56.9,01:56.9,00:34.6,00:37.0,00:45.3,RFRI,00:04.4,1.0,EF,245.27729934550464,Location 2,Qualifying Group 1,0,34.597,0,37.034,0,45.265,1,56.9,1,56.9,0,34.6,0,37.0,0,45.3,0,4.4
4,1,2,73,0,Not Available,00:29.005,0,00:36.885,0,00:51.52,0,103.6,03:54.3,03:54.3,00:29.0,00:36.9,00:51.5,RFRI,00:00.00,1.0,EF,250.0,Location 2,Qualifying Group 1,0,29.005,0,36.885,0,51.52,3,54.3,3,54.3,0,29.0,0,36.9,0,51.5,0,0.0
4,1,3,88,4,Not Available,00:24.785,4,00:32.498,2,00:41.798,2,122.8,05:33.4,05:33.4,00:24.8,00:32.5,00:41.8,RFRI,00:00.00,1.0,EF,250.0,Location 2,Qualifying Group 1,0,24.785,0,32.498,0,41.798,5,33.4,5,33.4,0,24.8,0,32.5,0,41.8,0,0.0
48,1,1,108,0,B,02:50.0,0,00:37.207,2,00:54.164,0,46.6,04:21.4,04:21.4,02:50.0,00:37.2,00:54.2,EMORT,02:20.2,1.0,ROKo,250.0,Location 2,Qualifying Group 1,2,50.0,0,37.207,0,54.164,4,21.4,4,21.4,2,50.0,0,37.2,0,54.2,2,20.2
10,1,1,146,0,Not Available,01:04.7,0,00:41.153,0,00:49.798,0,78.2,02:35.7,02:35.7,01:04.7,00:41.2,00:49.8,SB,00:30.5,0.0,JR,245.27729934550464,Location 2,Free Practice 1,1,4.7,0,41.153,0,49.798,2,35.7,2,35.7,1,4.7,0,41.2,0,49.8,0,30.5
10,1,2,71,0,Not Available,00:28.125,0,00:35.862,0,00:52.616,0,104.4,04:32.3,04:32.3,00:28.1,00:35.9,00:52.6,SB,00:00.00,0.0,JR,245.27729934550464,Location 2,Free Practice 1,0,28.125,0,35.862,0,52.616,4,32.3,4,32.3,0,28.1,0,35.9,0,52.6,0,0.0
10,1,3,92,0,Not Available,00:53.661,0,00:37.201,0,00:46.38,0,88.7,06:49.5,06:49.5,00:53.7,00:37.2,00:46.4,SB,00:00.00,0.0,JR,245.27729934550464,Location 2,Free Practice 1,0,53.661,0,37.201,0,46.38,6,49.5,6,49.5,0,53.7,0,37.2,0,46.4,0,0.0
10,1,4,103,0,Not Available,00:26.989,0,00:34.77,0,00:44.201,0,114.8,08:35.5,08:35.5,00:27.0,00:34.8,00:44.2,SB,00:00.00,0.0,JR,245.27729934550464,Location 2,Free Practice 1,0,26.989,0,34.77,0,44.201,8,35.5,8,35.5,0,27.0,0,34.8,0,44.2,0,0.0
10,1,5,116,0,Not Available,00:26.748,0,00:34.676,0,00:45.539,0,113.8,10:22.4,10:22.4,00:26.7,00:34.7,00:45.5,SB,00:00.00,0.0,JR,245.27729934550464,Location 2,Free Practice 1,0,26.748,0,34.676,0,45.539,10,22.4,10,22.4,0,26.7,0,34.7,0,45.5,0,0.0
10,1,6,83,0,Not Available,00:26.878,0,00:34.364,0,00:43.475,0,116.2,12:07.1,12:07.1,00:26.9,00:34.4,00:43.5,SB,00:00.00,0.0,JR,245.27729934550464,Location 2,Free Practice 1,0,26.878,0,34.364,0,43.475,12,7.1,12,7.1,0,26.9,0,34.4,0,43.5,0,0.0
10,1,7,92,0,Not Available,00:37.224,0,00:41.317,0,00:56.497,0,90.1,14:22.2,14:22.2,00:37.2,00:41.3,00:56.5,SB,00:00.00,0.0,JR,245.27729934550464,Location 2,Free Practice 1,0,37.224,0,41.317,0,56.497,14,22.2,14,22.2,0,37.2,0,41.3,0,56.5,0,0.0
10,1,8,74,0,Not Available,00:26.15,0,00:38.146,0,00:58.823,0,98.8,16:25.3,16:25.3,00:26.1,00:38.1,00:58.8,SB,00:00.00,0.0,JR,245.27729934550464,Location 2,Free Practice 1,0,26.15,0,38.146,0,58.823,16,25.3,16,25.3,0,26.1,0,38.1,0,58.8,0,0.0
10,1,9,122,0,Not Available,00:25.883,0,00:33.711,0,00:42.525,0,119.2,18:07.4,18:07.4,00:25.9,00:33.7,00:42.5,SB,00:00.00,0.0,JR,245.27729934550464,Location 2,Free Practice 1,0,25.883,0,33.711,0,42.525,18,7.4,18,7.4,0,25.9,0,33.7,0,42.5,0,0.0
10,1,10,102,0,Not Available,00:33.052,0,00:46.144,0,00:58.862,0,88.1,20:25.5,20:25.5,00:33.1,00:46.1,00:58.9,SB,00:00.00,0.0,JR,245.27729934550464,Location 2,Free Practice 1,0,33.052,0,46.144,0,58.862,20,25.5,20,25.5,0,33.1,0,46.1,0,58.9,0,0.0
10,1,11,87,0,Not Available,00:25.77,0,00:33.631,0,00:42.296,0,119.6,22:07.2,22:07.2,00:25.8,00:33.6,00:42.3,SB,00:00.00,0.0,JR,245.27729934550464,Location 2,Free Practice 1,0,25.77,0,33.631,0,42.296,22,7.2,22,7.2,0,25.8,0,33.6,0,42.3,0,0.0
10,1,12,68,0,B,00:26.73,0,00:34.226,0,00:47.631,0,112.1,23:55.8,23:55.8,00:26.7,00:34.2,00:47.6,SB,00:00.00,0.0,JR,245.27729934550464,Location 2,Free Practice 1,0,26.73,0,34.226,0,47.631,23,55.8,23,55.8,0,26.7,0,34.2,0,47.6,0,0.0
10,1,13,134,0,Not Available,07:23.6,0,00:36.819,0,00:45.402,0,23.1,32:41.6,32:41.6,07:23.6,00:36.8,00:45.4,SB,06:53.0,0.0,JR,245.27729934550464,Location 2,Free Practice 1,7,23.6,0,36.819,0,45.402,32,41.6,32,41.6,7,23.6,0,36.8,0,45.4,6,53.0
10,1,14,90,0,Not Available,00:27.374,0,00:35.529,0,00:47.4,0,110.3,34:31.9,34:31.9,00:27.4,00:35.5,00:47.4,SB,00:00.00,0.0,JR,235.0,Location 2,Free Practice 1,0,27.374,0,35.529,0,47.4,34,31.9,34,31.9,0,27.4,0,35.5,0,47.4,0,0.0
10,1,15,147,0,B,00:25.006,0,00:49.064,0,01:27.7,0,75.2,37:13.7,37:13.7,00:25.0,00:49.1,01:27.7,SB,00:00.00,0.0,JR,235.0,Location 2,Free Practice 1,0,25.006,0,49.064,1,27.7,37,13.7,37,13.7,0,25.0,0,49.1,1,27.7,0,0.0
10,1,16,86,0,Not Available,03:53.0,0,00:35.054,0,00:44.718,0,38.9,42:26.5,42:26.5,03:53.0,00:35.1,00:44.7,SB,03:25.3,0.0,JR,250.0,Location 2,Free Practice 1,3,53.0,0,35.054,0,44.718,42,26.5,42,26.5,3,53.0,0,35.1,0,44.7,3,25.3
10,1,17,121,2,Not Available,00:24.76,2,00:32.773,2,00:41.737,2,122.6,44:05.8,44:05.8,00:24.8,00:32.8,00:41.7,SB,00:00.00,0.0,JR,250.0,Location 2,Free Practice 1,0,24.76,0,32.773,0,41.737,44,5.8,44,5.8,0,24.8,0,32.8,0,41.7,0,0.0
10,1,18,120,0,Not Available,00:35.425,0,00:48.441,0,00:44.138,0,95.1,46:13.8,46:13.8,00:35.4,00:48.4,00:44.1,SB,00:00.00,0.0,JR,245.27729934550464,Location 2,Free Practice 1,0,35.425,0,48.441,0,44.138,46,13.8,46,13.8,0,35.4,0,48.4,0,44.1,0,0.0
11,1,1,101,0,Not Available,01:02.5,0,00:41.635,0,00:50.392,0,78.7,02:34.6,02:34.6,01:02.5,00:41.6,00:50.4,LGRA,00:27.9,0.0,AD,245.27729934550464,Location 2,Free Practice 1,1,2.5,0,41.635,0,50.392,2,34.6,2,34.6,1,2.5,0,41.6,0,50.4,0,27.9
11,1,2,71,0,Not Available,00:28.002,0,00:36.32,0,00:52.071,0,104.5,04:31.0,04:31.0,00:28.0,00:36.3,00:52.1,LGRA,00:00.00,0.0,AD,245.27729934550464,Location 2,Free Practice 1,0,28.002,0,36.32,0,52.071,4,31.0,4,31.0,0,28.0,0,36.3,0,52.1,0,0.0
11,1,3,76,0,Not Available,00:54.282,0,00:36.227,0,00:47.551,0,88.1,06:49.0,06:49.0,00:54.3,00:36.2,00:47.6,LGRA,00:00.00,0.0,AD,245.27729934550464,Location 2,Free Practice 1,0,54.282,0,36.227,0,47.551,6,49.0,6,49.0,0,54.3,0,36.2,0,47.6,0,0.0
11,1,4,85,0,Not Available,00:27.013,0,00:34.875,0,00:44.095,0,114.8,08:35.0,08:35.0,00:27.0,00:34.9,00:44.1,LGRA,00:00.00,0.0,AD,245.27729934550464,Location 2,Free Practice 1,0,27.013,0,34.875,0,44.095,8,35.0,8,35.0,0,27.0,0,34.9,0,44.1,0,0.0
11,1,5,89,0,Not Available,00:26.879,0,00:34.572,0,00:43.625,0,115.8,10:20.1,10:20.1,00:26.9,00:34.6,00:43.6,LGRA,00:00.00,0.0,AD,245.27729934550464,Location 2,Free Practice 1,0,26.879,0,34.572,0,43.625,10,20.1,10,20.1,0,26.9,0,34.6,0,43.6,0,0.0
11,1,6,101,0,Not Available,00:26.714,0,00:34.919,0,00:44.243,0,114.9,12:06.0,12:06.0,00:26.7,00:34.9,00:44.2,LGRA,00:00.00,0.0,AD,245.27729934550464,Location 2,Free Practice 1,0,26.714,0,34.919,0,44.243,12,6.0,12,6.0,0,26.7,0,34.9,0,44.2,0,0.0
11,1,7,74,0,Not Available,00:32.381,0,00:37.18,0,00:47.458,0,104.0,14:03.0,14:03.0,00:32.4,00:37.2,00:47.5,LGRA,00:00.00,0.0,AD,245.27729934550464,Location 2,Free Practice 1,0,32.381,0,37.18,0,47.458,14,3.0,14,3.0,0,32.4,0,37.2,0,47.5,0,0.0
11,1,8,98,0,Not Available,00:26.86,0,00:34.771,0,00:54.937,0,104.4,15:59.6,15:59.6,00:26.9,00:34.8,00:54.9,LGRA,00:00.00,0.0,AD,245.27729934550464,Location 2,Free Practice 1,0,26.86,0,34.771,0,54.937,15,59.6,15,59.6,0,26.9,0,34.8,0,54.9,0,0.0
11,1,9,123,0,Not Available,00:26.29,0,00:33.954,0,00:42.901,0,118.0,17:42.7,17:42.7,00:26.3,00:34.0,00:42.9,LGRA,00:00.00,0.0,AD,245.27729934550464,Location 2,Free Practice 1,0,26.29,0,33.954,0,42.901,17,42.7,17,42.7,0,26.3,0,34.0,0,42.9,0,0.0
11,1,10,73,0,Not Available,00:26.21,0,00:33.851,0,00:42.674,0,118.4,19:25.4,19:25.4,00:26.2,00:33.9,00:42.7,LGRA,00:00.00,0.0,AD,245.27729934550464,Location 2,Free Practice 1,0,26.21,0,33.851,0,42.674,19,25.4,19,25.4,0,26.2,0,33.9,0,42.7,0,0.0
11,1,11,149,0,B,00:26.519,0,00:34.141,0,00:53.237,0,106.8,21:19.3,21:19.3,00:26.5,00:34.1,00:53.2,LGRA,00:00.00,0.0,AD,245.27729934550464,Location 2,Free Practice 1,0,26.519,0,34.141,0,53.237,21,19.3,21,19.3,0,26.5,0,34.1,0,53.2,0,0.0
11,1,12,188,0,Not Available,07:09.8,0,00:34.665,0,00:43.988,0,23.9,29:47.8,29:47.8,07:09.8,00:34.7,00:44.0,LGRA,06:40.4,0.0,AD,245.27729934550464,Location 2,Free Practice 1,7,9.8,0,34.665,0,43.988,29,47.8,29,47.8,7,9.8,0,34.7,0,44.0,6,40.4
11,1,13,100,0,Not Available,00:26.295,0,00:33.956,0,00:48.986,0,111.4,31:37.1,31:37.1,00:26.3,00:34.0,00:49.0,LGRA,00:00.00,0.0,AD,235.0,Location 2,Free Practice 1,0,26.295,0,33.956,0,48.986,31,37.1,31,37.1,0,26.3,0,34.0,0,49.0,0,0.0
11,1,14,94,0,Not Available,00:25.412,0,00:32.752,0,00:41.738,0,121.8,33:17.0,33:17.0,00:25.4,00:32.8,00:41.7,LGRA,00:00.00,0.0,AD,235.0,Location 2,Free Practice 1,0,25.412,0,32.752,0,41.738,33,17.0,33,17.0,0,25.4,0,32.8,0,41.7,0,0.0
11,1,15,108,0,B,00:27.526,0,00:34.123,0,00:47.518,0,111.5,35:06.1,35:06.1,00:27.5,00:34.1,00:47.5,LGRA,00:00.00,0.0,AD,245.27729934550464,Location 2,Free Practice 1,0,27.526,0,34.123,0,47.518,35,6.1,35,6.1,0,27.5,0,34.1,0,47.5,0,0.0
11,1,16,102,0,Not Available,06:04.7,0,00:35.334,0,00:54.031,0,26.8,42:40.2,42:40.2,06:04.7,00:35.3,00:54.0,LGRA,05:36.6,0.0,AD,250.0,Location 2,Free Practice 1,6,4.7,0,35.334,0,54.031,42,40.2,42,40.2,6,4.7,0,35.3,0,54.0,5,36.6
11,1,17,95,3,Not Available,00:24.963,2,00:32.483,2,00:41.339,3,123.2,44:18.9,44:18.9,00:25.0,00:32.5,00:41.3,LGRA,00:00.00,0.0,AD,250.0,Location 2,Free Practice 1,0,24.963,0,32.483,0,41.339,44,18.9,44,18.9,0,25.0,0,32.5,0,41.3,0,0.0
11,1,18,86,0,Not Available,00:26.926,0,00:33.957,0,00:46.175,0,113.7,46:06.0,46:06.0,00:26.9,00:34.0,00:46.2,LGRA,00:00.00,0.0,AD,245.27729934550464,Location 2,Free Practice 1,0,26.926,0,33.957,0,46.175,46,6.0,46,6.0,0,26.9,0,34.0,0,46.2,0,0.0
13,1,1,95,0,Not Available,00:48.508,0,00:40.408,0,00:47.53,0,89.2,02:16.4,02:16.4,00:48.5,00:40.4,00:47.5,ACO,00:14.0,0.0,DSo,245.27729934550464,Location 2,Free Practice 1,0,48.508,0,40.408,0,47.53,2,16.4,2,16.4,0,48.5,0,40.4,0,47.5,0,14.0
13,1,2,129,0,Not Available,00:28.198,0,00:36.419,0,00:45.158,0,110.8,04:06.2,04:06.2,00:28.2,00:36.4,00:45.2,ACO,00:00.00,0.0,DSo,245.27729934550464,Location 2,Free Practice 1,0,28.198,0,36.419,0,45.158,4,6.2,4,6.2,0,28.2,0,36.4,0,45.2,0,0.0
13,1,3,98,0,Not Available,00:54.317,0,00:44.766,0,00:44.434,0,84.8,06:29.7,06:29.7,00:54.3,00:44.8,00:44.4,ACO,00:00.00,0.0,DSo,245.27729934550464,Location 2,Free Practice 1,0,54.317,0,44.766,0,44.434,6,29.7,6,29.7,0,54.3,0,44.8,0,44.4,0,0.0
13,1,4,108,0,Not Available,00:27.415,0,00:35.058,0,00:43.854,0,114.4,08:16.1,08:16.1,00:27.4,00:35.1,00:43.9,ACO,00:00.00,0.0,DSo,245.27729934550464,Location 2,Free Practice 1,0,27.415,0,35.058,0,43.854,8,16.1,8,16.1,0,27.4,0,35.1,0,43.9,0,0.0
13,1,5,89,0,Not Available,00:26.635,0,00:35.483,0,00:43.424,0,115.3,10:01.6,10:01.6,00:26.6,00:35.5,00:43.4,ACO,00:00.00,0.0,DSo,245.27729934550464,Location 2,Free Practice 1,0,26.635,0,35.483,0,43.424,10,1.6,10,1.6,0,26.6,0,35.5,0,43.4,0,0.0
13,1,6,69,0,Not Available,00:33.513,0,00:39.032,0,00:44.684,0,103.8,11:58.8,11:58.8,00:33.5,00:39.0,00:44.7,ACO,00:00.00,0.0,DSo,245.27729934550464,Location 2,Free Practice 1,0,33.513,0,39.032,0,44.684,11,58.8,11,58.8,0,33.5,0,39.0,0,44.7,0,0.0
13,1,7,110,0,Not Available,00:26.543,0,00:34.076,0,00:43.191,0,117.2,13:42.6,13:42.6,00:26.5,00:34.1,00:43.2,ACO,00:00.00,0.0,DSo,245.27729934550464,Location 2,Free Practice 1,0,26.543,0,34.076,0,43.191,13,42.6,13,42.6,0,26.5,0,34.1,0,43.2,0,0.0
13,1,8,85,0,Not Available,00:35.694,0,00:43.275,0,00:54.078,0,91.5,15:55.7,15:55.7,00:35.7,00:43.3,00:54.1,ACO,00:00.00,0.0,DSo,245.27729934550464,Location 2,Free Practice 1,0,35.694,0,43.275,0,54.078,15,55.7,15,55.7,0,35.7,0,43.3,0,54.1,0,0.0
13,1,9,94,0,Not Available,00:26.315,0,00:33.684,0,00:45.748,0,115.1,17:41.4,17:41.4,00:26.3,00:33.7,00:45.7,ACO,00:00.00,0.0,DSo,245.27729934550464,Location 2,Free Practice 1,0,26.315,0,33.684,0,45.748,17,41.4,17,41.4,0,26.3,0,33.7,0,45.7,0,0.0
13,1,10,73,0,B,00:28.269,0,00:33.661,0,00:49.087,0,109.6,19:32.5,19:32.5,00:28.3,00:33.7,00:49.1,ACO,00:00.00,0.0,DSo,245.27729934550464,Location 2,Free Practice 1,0,28.269,0,33.661,0,49.087,19,32.5,19,32.5,0,28.3,0,33.7,0,49.1,0,0.0
13,1,11,93,0,Not Available,05:51.0,0,00:43.061,0,00:47.945,0,27.5,26:54.5,26:54.5,05:51.0,00:43.1,00:47.9,ACO,05:15.6,0.0,DSo,245.27729934550464,Location 2,Free Practice 1,5,51.0,0,43.061,0,47.945,26,54.5,26,54.5,5,51.0,0,43.1,0,47.9,5,15.6
13,1,12,133,0,Not Available,00:26.151,0,00:33.7,0,00:42.834,0,118.5,28:37.2,28:37.2,00:26.2,00:33.7,00:42.8,ACO,00:00.00,0.0,DSo,245.27729934550464,Location 2,Free Practice 1,0,26.151,0,33.7,0,42.834,28,37.2,28,37.2,0,26.2,0,33.7,0,42.8,0,0.0
